Rapaport Trade Lot #,Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,Rapaport Trade Price,Rapaport Trade Discount %,Cash Price,Cash Price Discount %,BuyNow $/ct,BuyNow rap%,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Sarine Loupe,Report File Name,Report 2 File name,Website Link,Image 1,Image 2,Image 3,Image 4,Image 5,VideoURL 1,VideoURL 2,VideoURL 3,VideoURL 4,VideoURL 5,Document 1,Document 2,Document 3,Document 1 Type,Document 2 Type,Document 3 Type,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones,Tracr ID,Display Cert Number
130527576,HJDDOV4220,G,Oval,0.24,D,VVS2,,VG,VG,N,,5.15x3.49x2.07,,GIA,1393758865,,,1909,0.273,1826,0.217,,,59.3,58,STK,VTK,,Faceted,N,Pointed,,,,,GIA 1393758865,,"Needle,  Pinpoint,  Surface Graining,  Natural", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,https://v360.in/LG1/vision360.html?d=3813824,,,,,,,,,,,,8/5/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
130527578,HJDDOV4215,G,Oval,0.24,E,VVS1,,VG,VG,N,,5.06x3.34x2.12,,GIA,7391574209,,,1909,0.273,1826,0.217,,,63.4,57,TK,VTK,,Faceted,N,Pointed,,,,,GIA 7391574209,,Feather, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,https://v360.in/LG1/vision360.html?d=3835038,,,,,,,,,,,,07/23/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527579,HJDDOV4183,G,Oval,0.24,E,VVS1,,VG,VG,N,,5.06x3.40x2.15,,GIA,3375279098,,,1909,0.273,1826,0.217,,,63.2,60,STK,VTK,,Faceted,N,Pointed,,,,,GIA 3375279098,,"Manufacturing Remnant,  Cavity", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,https://v360.in/lg4/vision360.html?d=AM-37575,,,,,,,,,,,,01/16/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527581,HJDDOV4174,G,Oval,0.24,E,VS1,,VG,VG,N,,5.08x3.42x2.21,,GIA,6362966645,,,1656,0.274,1584,0.218,,,64.7,59,M,VTK,,Faceted,N,Pointed,,,,,GIA 6362966645,,Feather, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,https://v360.in/lg4/vision360.html?d=AM-35307,,,,,,,,,,,,12/17/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527582,HJDDOV4161,G,Oval,0.24,E,VS1,,VG,VG,N,,5.13x3.47x2.23,,GIA,6345693640,,,1656,0.274,1584,0.218,,,64.2,59,M,VTK,,Faceted,N,Pointed,,,,,GIA 6345693640,,Feather, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,https://v360.in/lg4/vision360.html?d=AM-22871,,,,,,,,,,,,01/24/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527584,HJDDOV4166,G,Oval,0.24,F,IF,,VG,VG,N,,5.07x3.48x2.23,,GIA,7358804738,,,1909,0.273,1826,0.217,,,64,58,TN,VTK,,Faceted,N,Pointed,,,,,GIA 7358804738,,"Natural,  Minor Details Of Polish", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,08/31/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527585,HJDDOV4189,G,Oval,0.24,F,VVS1,,VG,VG,N,,5.09x3.42x2.14,,GIA,6381613040,,,1909,0.273,1826,0.217,,,62.6,57,STK,VTK,,Faceted,N,Pointed,,,,,GIA 6381613040,,"Pinpoint,  Manufacturing Remnant", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,5/10/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
130527586,HJDDOV4213,G,Oval,0.24,F,VVS1,,VG,VG,N,,5.10x3.55x2.10,,GIA,1397583962,,,1909,0.273,1826,0.217,,,59.2,58,STK,VTK,,Faceted,N,Pointed,,,,,GIA 1397583962,,Feather, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,07/22/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527587,HJDDOV4162,G,Oval,0.24,F,VVS1,,VG,VG,N,,5.21x3.45x2.14,,GIA,5343979156,,,1909,0.273,1826,0.217,,,62.1,57,VTN,VTK,,Faceted,N,Pointed,,,,,GIA 5343979156,,Feather, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,https://v360.in/diamondview.aspx?cid=lg4&d=AM-23817,,,,,,,,,,,,02/24/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527588,HJDDOV4163,G,Oval,0.24,F,VVS2,,VG,VG,N,,5.14x3.35x2.17,,GIA,6351212138,,,1909,0.273,1826,0.217,,,64.9,57,M,TK,,Faceted,N,Pointed,,,,,GIA 6351212138,,Feather, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,https://v360.in/diamondview.aspx?cid=lg4&d=AM-24759,,,,,,,,,,,,03/18/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527589,HJDDOV4169,G,Oval,0.24,F,VVS2,,VG,VG,N,,5.14x3.39x2.20,,GIA,2367890540,,,1909,0.273,1826,0.217,,,64.8,60,STK,TK,,Faceted,N,Pointed,,,,,GIA 2367890540,,"Feather,  Cloud", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,https://v360.in/lg4/vision360.html?d=AM-34410,,,,,,,,,,,,12/9/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
130527590,HJDDOV4171,G,Oval,0.25,D,VVS2,,EX,VG,N,,5.07x3.46x2.21,,GIA,5363909824,,,1909,0.273,1826,0.217,,,63.9,61,TN,VTK,,Faceted,N,Pointed,,,,,GIA 5363909824,,"Indented Natural,  Feather", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,https://v360.in/lg4/vision360.html?d=AM-35120,,,,,,,,,,,,12/16/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527594,HJDDOV4180,G,Oval,0.25,F,VVS1,,VG,VG,N,,5.26x3.49x2.10,,GIA,2378285972,,,1909,0.273,1826,0.217,,,60.1,59,M,VTK,,Faceted,N,Pointed,,,,,GIA 2378285972,,Feather, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,01/16/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527595,HJDDOV4167,G,Oval,0.25,F,VVS2,,VG,VG,N,,5.20x3.49x2.18,,GIA,2368518949,,,1909,0.273,1826,0.217,,,62.6,54,M,VTK,,Faceted,N,Pointed,,,,,GIA 2368518949,,"Feather,  Cavity", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,https://v360.in/LG3/vision360.html?d=3031314,,,,,,,,,,,,11/5/2020 0:00,Diamond Dossier,,,TRUE,1,,,1
130527599,HJDDOV4184,G,Oval,0.27,F,VVS1,,VG,VG,N,,5.27x3.49x2.25,,GIA,5376294332,,,1909,0.273,1826,0.217,,,64.4,57,TK,XTK,,Faceted,N,Pointed,,,,,GIA 5376294332,,"Feather,  Cavity", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,https://v360.in/LG3/vision360.html?d=3196849,,,,,,,,,,,,01/19/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527600,HJDDOV4222,G,Oval,0.28,D,VVS2,,VG,VG,N,,5.03x3.68x2.40,,GIA,7393830697,,,1909,0.273,1826,0.217,,,65.1,58,TK,VTK,,Faceted,N,Pointed,,,,,GIA 7393830697,,"Cloud,  Needle,  Pinpoint", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,https://v360.in/LG1/vision360.html?d=3835266,,,,,,,,,,,,8/9/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
130527602,HJDDOV4168,G,Oval,0.29,F,VVS1,,VG,VG,N,,5.28x3.59x2.31,,GIA,6362684507,,,1909,0.273,1826,0.217,,,64.3,59,TK,XTK,,Faceted,N,Pointed,,,,,GIA 6362684507,,"Pinpoint,  Chip,  Surface Graining", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,https://v360.in/LG3/vision360.html?d=3070247,,,,,,,,,,,,11/23/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527603,HJDDEM4229,G,Emerald,0.23,D,VVS2,,EX,VG,N,,4.19x2.99x2.00,,GIA,2396905715,,,1909,0.273,1743,0.162,,,66.8,65,STK,VTK,,,N,Pointed,,,,,GIA 2396905715,,"Feather,  Pinpoint", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,08/16/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527604,HJDDEM4226,G,Emerald,0.23,D,VS1,,VG,VG,N,,4.14x2.93x2.07,,GIA,6391906440,,,1656,0.274,1512,0.163,,,70.7,64,TK,VTK,,,N,Pointed,,,,,GIA 6391906440,,"Feather,  Needle,  Cloud,  Pinpoint", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,08/14/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527605,HJDDEM4233,G,Emerald,0.23,D,VS1,,EX,VG,N,,4.36x2.85x1.96,,GIA,2396900517,,,1656,0.274,1512,0.163,,,68.7,71,XTK,XTK,,,N,Pointed,,,,,GIA 2396900517,,"Twinning Wisp,  Pinpoint", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,08/17/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527606,HJDDEM4227,G,Emerald,0.23,E,VVS1,,EX,VG,N,,4.55x2.92x1.96,,GIA,5396900306,,,1909,0.273,1743,0.162,,,67,71,STK,TK,,,N,Pointed,,,,,GIA 5396900306,,Feather, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,08/16/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527607,HJDDEM4211,NA,Emerald,0.23,E,VS1,,VG,VG,N,,4.36x2.83x2.06,,GIA,2396349638,,,1656,0.274,1512,0.163,,,72.8,67,TK,VTK,,,N,Pointed,,,,,GIA 2396349638,,"Cloud,  Pinpoint", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,7/7/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
130527610,HJDDEM4244,NA,Emerald,0.25,E,VS1,,VG,VG,N,,4.34x2.85x2.10,,GIA,5406212634,,,1656,0.274,1512,0.163,,,73.6,70,TK,XTK,,,N,Pointed,,,,,GIA 5406212634,,"Feather,  Pinpoint", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,9/3/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
130527611,HJDDEM4232,G,Emerald,0.26,E,VVS1,,VG,VG,N,,4.64x3.00x2.00,,GIA,1393909615,,,1909,0.273,1743,0.162,,,66.5,68,VTK,XTK,,,N,Pointed,,,,,GIA 1393909615,,Cavity, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,08/17/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130527612,HJDDEM4228,G,Emerald,0.26,E,VVS2,,VG,VG,N,,4.61x3.04x1.97,,GIA,7392905253,,,1909,0.273,1743,0.162,,,64.6,71,STK,TK,,,N,Pointed,,,,,GIA 7392905253,,"Pinpoint,  Cloud", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,08/14/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
130895458,HJDDEM4255,G,Emerald,0.24,D,VVS2,,VG,VG,N,,4.23x3.10x2.02,,GIA,6362420551,,,1909,0.273,1743,0.162,,,65,70,STK,TK,,,N,Pointed,,,,,GIA 6362420551,,"Pinpoint,  Feather", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/26/2020 00:00:00,Diamond Dossier,,,TRUE,1,,,1
131190406,HJDDAS4251,G,Asscher,0.29,E,VVS1,,VG,EX,N,,3.77x3.76x2.49,,GIA,6392510000,,,1658,0.105,1610,0.073,,,66,68,M,TK,,,N,Pointed,,,,,GIA 6392510000,,"Cloud,  Feather", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,07/16/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
132519903,HJDDEM4270,G,Emerald,0.5,D,VVS1,,VG,VG,N,,5.28x3.74x2.52,,GIA,6385271939,,,1624,-0.42,1540,-0.45,,,67.4,69,VTK,VTK,,,N,Pointed,,,,,GIA 6385271939,,"Pinpoint,  Manufacturing Remnant", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,4/9/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
132875715,HJDDCU4272,G,Cushion Modified,0.42,E,VVS1,,EX,EX,N,,4.51x3.93x2.71,,GIA,1409773239,,,1386,-0.37,1320,-0.4,,,69,60,M,TK,,Faceted,N,Pointed,,,,,GIA 1409773239,,Feather, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,https://vv360.in/Vision360.html?d=G371-597A,,,,,,,,,,,,10/22/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
132879608,HJDDOV4278,G,Oval,1.1,D,VVS1,,EX,VG,N,,8.68x5.74x3.49,,GIA,6385865197,,,5576,-0.32,5330,-0.35,,,60.7,59,M,TK,,Faceted,N,Pointed,,,,,GIA 6385865197,,"Pinpoint,  Feather", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,6/1/2021 0:00,Diamond Grading Report,,,TRUE,1,,,1
133239976,HJDDPR4289,G,Princess,0.28,D,VVS1,,EX,VG,N,,3.56x3.55x2.68,,GIA,5413093776,,,1819,0.213,1771,0.181,,,75.5,74,STK,TK,,,N,Pointed,,,,,GIA 5413093776,,"Cloud,  Pinpoint,  Feather", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/29/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
133239978,HJDDPR4290,G,Princess,0.28,E,VVS1,,EX,VG,N,,3.56x3.54x2.67,,GIA,1419094124,,,1819,0.213,1771,0.181,,,75.5,76,M,STK,,,N,Pointed,,,,,GIA 1419094124,,"Needle,  Pinpoint", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/29/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
133239980,HJDDPR4291,G,Princess,0.27,D,VVS1,,VG,VG,N,,3.54x3.54x2.56,,GIA,6412093905,,,1819,0.213,1771,0.181,,,72.3,73,M,STK,,,N,Pointed,,,,,GIA 6412093905,,"Pinpoint,  Feather", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/29/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
133239981,HJDDPR4292,G,Princess,0.27,E,VVS1,,EX,VG,N,,3.66x3.58x2.44,,GIA,7412150019,,,1819,0.213,1771,0.181,,,68,70,TK,VTK,,,N,Pointed,,,,,GIA 7412150019,,Feather, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,11/10/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
133239982,HJDDPR4293,G,Princess,0.27,E,VVS1,,VG,VG,N,,3.55x3.54x2.57,,GIA,2416093872,,,1819,0.213,1771,0.181,,,72.6,75,STK,TK,,,N,Pointed,,,,,GIA 2416093872,,"Pinpoint,  Feather", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/29/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
133240022,HJDDPR4294,G,Princess,0.27,E,VVS2,,EX,VG,N,,3.56x3.52x2.63,,GIA,6412094937,,,1819,0.213,1771,0.181,,,74.6,75,TK,VTK,,,N,Pointed,,,,,GIA 6412094937,,"Feather,  Needle", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/29/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
133240037,HJDDPR4295,G,Princess,0.26,D,VVS2,,VG,VG,N,,3.55x3.54x2.48,,GIA,3415097111,,,1819,0.213,1771,0.181,,,70.3,74,M,STK,,,N,,,,,,GIA 3415097111,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/29/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
133240427,HJDDPR4296,G,Princess,0.26,E,VVS1,,EX,VG,N,,3.56x3.51x2.48,,GIA,3415147134,,,1819,0.213,1771,0.181,,,70.4,72,TK,VTK,,,N,Pointed,,,,,GIA 3415147134,,Feather, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,11/9/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
133240541,HJDDPR4298,G,Princess,0.26,E,VVS2,,EX,VG,N,,3.54x3.52x2.50,,GIA,1417093190,,,1819,0.213,1771,0.181,,,71.1,73,M,STK,,,N,Pointed,,,,,GIA 1417093190,,"Feather,  Pinpoint", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,11/1/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
133240547,HJDDPR4300,G,Princess,0.26,F,VVS2,,EX,VG,N,,3.54x3.53x2.55,,GIA,2417093567,,,1819,0.213,1771,0.181,,,72.1,75,STK,TK,,,N,Pointed,,,,,GIA 2417093567,,"Feather,  Pinpoint", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/29/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
133240927,HJDDPR4303,G,Princess,0.25,E,VVS1,,EX,VG,N,,3.53x3.53x2.56,,GIA,1417093964,,,1819,0.213,1771,0.181,,,72.5,78,M,STK,,,N,Pointed,,,,,GIA 1417093964,,"Pinpoint,  Indented Natural,  Manufacturing Remnant,  Feather", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/29/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
133241123,HJDDPR4304,G,Princess,0.25,E,VVS2,,EX,VG,N,,3.60x3.53x2.50,,GIA,7418150128,,,1819,0.213,1771,0.181,,,70.9,74,M,STK,,,N,Pointed,,,,,GIA 7418150128,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,11/9/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
133241131,HJDDPR4305,G,Princess,0.25,F,IF,,EX,VG,N,,3.53x3.49x2.51,,GIA,6412093822,,,1819,0.213,1771,0.181,,,71.7,73,M,STK,,,N,Pointed,,,,,GIA 6412093822,,Minor Details Of Polish, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,11/1/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
133305909,HJDDEM4266,G,Emerald,0.72,F,VVS1,,EX,VG,N,,6.23x4.21x2.69,,GIA,1409691834,,,2205,-0.37,2100,-0.4,,,63.9,70,M,STK,,,N,Pointed,,,,,GIA 1409691834,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,10/11/2021 0:00,Diamond Dossier,,,TRUE,1,,,1
133496170,HJDDOV4323,G,Oval,0.36,D,IF,,EX,VG,N,,5.82x3.98x2.49,Yes,GIA,6345933287,,,1564,-0.32,1495,-0.35,,,62.6,60,TK,VTK,,Faceted,N,Pointed,,,,,GIA 6345933287,,Minor Details Of Polish, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,None,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,01/29/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
133520599,HJDDMQ4318,G,Marquise,0.61,E,VVS2,,EX,VG,N,,8.69x4.45x2.68,,GIA,1408041271,,,1992,-0.17,1920,-0.2,,,60.3,57,M,VTK,,Faceted,N,Pointed,,,,,GIA 1408041271,,Pinpoint, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,08/21/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
133520626,HJDDEM4317,G,Emerald,0.82,E,VVS1,,EX,VG,N,,6.50x4.69x3.07,,GIA,7298126669,,,2516,-0.32,2405,-0.35,,,65.4,69,M,STK,,,N,Pointed,,,,,GIA 7298126669,,"Feather,  Cavity", 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,05/24/2018 00:00:00,Diamond Dossier,,,TRUE,1,,,1
133521034,HJDDCU4309,G,Cushion Modified,0.46,E,VVS1,,EX,VG,N,,4.39x4.16x2.89,,GIA,5393692311,,,1386,-0.37,1320,-0.4,,,69.5,61,TK,VTK,,Faceted,N,Pointed,,,,,GIA 5393692311,,Feather, 100% No BGM Nice Make. For more details Call/WhatApp +852-69731885 Vipul or WeChat DiamondRepublic. ,,None,,None,None,None,,,,Hong Kong,,Tsim Sha Tsui,,,,,,,,,,,,,,,,,,,,,,,,07/30/2021 00:00:00,Diamond Dossier,,,TRUE,1,,,1
